user,timestamp,hours,project,logged_time
Daenerys,2018-09-19 00:00:00,1.0,projects,01:00:00
Daenerys,2018-09-19 00:00:00,2.5,blog ideas,02:30:00
Daenerys,2018-09-19 00:00:00,1.5,learning,01:30:00
Daenerys,2018-09-19 00:00:00,2.0,projects,02:00:00
Daenerys,2018-09-19 00:00:00,1.0,learning,01:00:00
Daenerys,2018-09-19 00:00:00,3.0,projects,03:00:00
Daenerys,2018-09-19 00:00:00,3.0,blog ideas,03:00:00
Daenerys,2018-09-19 00:00:00,2.0,projects,02:00:00
Davos,2018-09-19 00:00:00,0.25,culture and management,00:15:00
Davos,2018-09-19 00:00:00,3.5,learning,03:30:00
Davos,2018-09-19 00:00:00,0.5,culture and management,00:30:00
Davos,2018-09-19 00:00:00,0.25,website,00:15:00
Bronn,2018-09-19 00:00:00,3.0,projects,03:00:00
Robert,2018-09-19 00:00:00,2.0,bizdev,02:00:00
Bronn,2018-09-19 00:00:00,0.5,projects,00:30:00
Melisandre,2018-09-19 00:00:00,1.37,projects,01:22:12
Melisandre,2018-09-19 00:00:00,0.33,ops and admin,00:19:48
Melisandre,2018-09-19 00:00:00,0.98,projects,00:58:47
Bronn,2018-09-19 00:00:00,1.25,projects,01:15:00
Bronn,2018-09-19 00:00:00,1.5,projects,01:30:00
Melisandre,2018-09-19 00:00:00,0.18,projects,00:10:47
Melisandre,2018-09-19 00:00:00,1.55,projects,01:33:00
Melisandre,2018-09-19 00:00:00,0.62,projects,00:37:12
Melisandre,2018-09-19 00:00:00,0.63,projects,00:37:47
Melisandre,2018-09-19 00:00:00,1.5,projects,01:30:00
Melisandre,2018-09-19 00:00:00,0.08,projects,00:04:47
Shae,2018-09-19 00:00:00,2.0,projects,02:00:00
Shae,2018-09-19 00:00:00,2.0,events,02:00:00
Shae,2018-09-19 00:00:00,10.0,projects,10:00:00
Shae,2018-09-19 00:00:00,2.0,projects,02:00:00
Shae,2018-09-19 00:00:00,2.0,events,02:00:00
Shae,2018-09-19 00:00:00,2.0,projects,02:00:00
Shae,2018-09-19 00:00:00,2.0,projects,02:00:00
Melisandre,2018-09-19 00:00:00,0.18,projects,00:10:47
Hound,2018-09-19 00:00:00,3.0,ops and admin,03:00:00
Hound,2018-09-19 00:00:00,3.0,finance,03:00:00
Hound,2018-09-19 00:00:00,2.0,ops and admin,02:00:00
Davos,2018-09-19 00:00:00,4.0,projects,04:00:00
Robert,2018-09-19 00:00:00,0.5,projects,00:30:00
Shae,2018-09-19 00:00:00,2.0,projects,02:00:00
Jorah,2018-09-18 15:12:00,1.0,projects,01:00:00
Shae,2018-09-18 15:11:00,2.0,projects,02:00:00
Shae,2018-09-18 15:11:00,6.0,projects,06:00:00
Shae,2018-09-18 15:11:00,1.0,projects,01:00:00
Cersei,2018-09-18 15:10:00,6.0,projects,06:00:00
Cersei,2018-09-18 15:10:00,2.0,projects,02:00:00
Jaime,2018-09-18 12:08:00,1.0,learning,01:00:00
Jaime,2018-09-18 12:08:00,1.5,projects,01:30:00
Jaime,2018-09-18 12:08:00,2.0,learning,02:00:00
Jaime,2018-09-18 12:08:00,2.0,projects,02:00:00
Viserys,2018-09-18 11:54:00,1.5,projects,01:30:00
Viserys,2018-09-18 11:54:00,1.0,learning,01:00:00
Viserys,2018-09-18 11:54:00,0.5,projects,00:30:00
Viserys,2018-09-18 11:54:00,3.0,projects,03:00:00
Viserys,2018-09-18 11:54:00,0.5,projects,00:30:00
Viserys,2018-09-18 11:54:00,0.75,projects,00:45:00
Viserys,2018-09-18 11:54:00,0.5,ops and admin,00:30:00
Khal,2018-09-18 11:43:00,3.0,projects,03:00:00
Khal,2018-09-18 11:43:00,3.0,projects,03:00:00
Khal,2018-09-18 11:43:00,2.0,blog ideas,02:00:00
Tyrion,2018-09-18 11:13:00,2.6,projects,02:36:00
Tyrion,2018-09-18 11:13:00,0.55,blog ideas,00:33:00
Tyrion,2018-09-18 11:13:00,0.37,projects,00:22:11
Tyrion,2018-09-18 11:13:00,2.1,projects,02:06:00
Tyrion,2018-09-18 11:13:00,1.68,projects,01:40:47
Robb,2018-09-18 11:00:00,3.0,bizdev,03:00:00
Robb,2018-09-18 11:00:00,5.0,projects,05:00:00
Arya,2018-09-18 10:45:00,4.0,projects,04:00:00
Arya,2018-09-18 10:45:00,4.0,projects,04:00:00
Theon,2018-09-18 09:17:00,1.0,projects,01:00:00
Theon,2018-09-18 09:17:00,6.5,blog ideas,06:30:00
Theon,2018-09-18 09:17:00,0.5,projects,00:30:00
Jon,2018-09-18 09:09:00,1.5,ops and admin,01:30:00
Jon,2018-09-18 09:09:00,0.5,projects,00:30:00
Jon,2018-09-18 09:09:00,0.25,culture and management,00:15:00
Jon,2018-09-18 09:09:00,1.0,blog ideas,01:00:00
Jon,2018-09-18 09:09:00,0.75,projects,00:45:00
Jon,2018-09-18 09:09:00,1.5,blog ideas,01:30:00
Jon,2018-09-18 09:09:00,1.75,learning,01:45:00
Jon,2018-09-18 09:09:00,0.75,projects,00:45:00
Catelyn,2018-09-18 00:00:00,0.13,ops and admin,00:07:48
Bronn,2018-09-18 00:00:00,1.0,blog ideas,01:00:00
Bronn,2018-09-18 00:00:00,1.0,projects,01:00:00
Bronn,2018-09-18 00:00:00,0.5,projects,00:30:00
Bronn,2018-09-18 00:00:00,0.75,projects,00:45:00
Bronn,2018-09-18 00:00:00,1.75,projects,01:45:00
Bronn,2018-09-18 00:00:00,0.75,blog ideas,00:45:00
Bronn,2018-09-18 00:00:00,0.5,projects,00:30:00
Bronn,2018-09-18 00:00:00,0.5,projects,00:30:00
Bronn,2018-09-18 00:00:00,1.25,bizdev,01:15:00
Catelyn,2018-09-18 00:00:00,1.6,blog ideas,01:36:00
Catelyn,2018-09-18 00:00:00,0.6,projects,00:36:00
Catelyn,2018-09-18 00:00:00,1.12,website,01:07:12
Catelyn,2018-09-18 00:00:00,0.95,projects,00:57:00
Catelyn,2018-09-18 00:00:00,1.17,learning,01:10:11
Catelyn,2018-09-18 00:00:00,0.13,ops and admin,00:07:48
Daenerys,2018-09-18 00:00:00,1.5,projects,01:30:00
Catelyn,2018-09-18 00:00:00,0.72,projects,00:43:11
Catelyn,2018-09-18 00:00:00,0.2,website,00:12:00
Catelyn,2018-09-18 00:00:00,0.33,projects,00:19:48
Catelyn,2018-09-18 00:00:00,0.13,ops and admin,00:07:48
Catelyn,2018-09-18 00:00:00,0.0,culture and management,00:00:00
Melisandre,2018-09-18 00:00:00,0.95,projects,00:57:00
Stannis,2018-09-18 00:00:00,5.93,projects,05:55:47
Stannis,2018-09-18 00:00:00,0.18,ops and admin,00:10:47
Stannis,2018-09-18 00:00:00,0.12,projects,00:07:11
Littlefinger,2018-09-18 00:00:00,0.5,recruitment,00:30:00
Littlefinger,2018-09-18 00:00:00,6.5,ops and admin,06:30:00
Jon,2018-09-18 00:00:00,1.0,projects,01:00:00
Melisandre,2018-09-18 00:00:00,1.0,projects,01:00:00
Melisandre,2018-09-18 00:00:00,0.45,projects,00:27:00
Melisandre,2018-09-18 00:00:00,0.65,projects,00:39:00
Melisandre,2018-09-18 00:00:00,2.3,projects,02:17:59
Melisandre,2018-09-18 00:00:00,0.12,projects,00:07:11
Sansa,2018-09-18 00:00:00,0.3,learning,00:18:00
Melisandre,2018-09-18 00:00:00,1.13,projects,01:07:47
Melisandre,2018-09-18 00:00:00,0.45,ops and admin,00:27:00
Jeor,2018-09-18 00:00:00,3.5,projects,03:30:00
Jeor,2018-09-18 00:00:00,3.0,projects,03:00:00
Jeor,2018-09-18 00:00:00,2.5,bizdev,02:30:00
Hound,2018-09-18 00:00:00,2.0,learning,02:00:00
Hound,2018-09-18 00:00:00,3.0,finance,03:00:00
Hound,2018-09-18 00:00:00,1.0,blog ideas,01:00:00
Hound,2018-09-18 00:00:00,1.0,culture and management,01:00:00
Samwell,2018-09-18 00:00:00,4.0,projects,04:00:00
Samwell,2018-09-18 00:00:00,3.0,projects,03:00:00
Daenerys,2018-09-18 00:00:00,1.0,culture and management,01:00:00
Varys,2018-09-18 00:00:00,2.0,projects,02:00:00
Varys,2018-09-18 00:00:00,2.5,projects,02:30:00
Daenerys,2018-09-18 00:00:00,2.5,blog ideas,02:30:00
Daenerys,2018-09-18 00:00:00,4.0,projects,04:00:00
Sansa,2018-09-18 00:00:00,1.0,projects,01:00:00
Sansa,2018-09-18 00:00:00,0.3,blog ideas,00:18:00
Davos,2018-09-18 00:00:00,2.5,projects,02:30:00
Varys,2018-09-18 00:00:00,2.0,culture and management,02:00:00
Varys,2018-09-18 00:00:00,1.0,learning,01:00:00
Varys,2018-09-18 00:00:00,1.0,projects,01:00:00
Varys,2018-09-18 00:00:00,1.0,projects,01:00:00
Varys,2018-09-18 00:00:00,1.5,transit,01:30:00
Varys,2018-09-18 00:00:00,1.0,culture and management,01:00:00
Daenerys,2018-09-18 00:00:00,0.25,learning,00:15:00
Sansa,2018-09-18 00:00:00,1.0,projects,01:00:00
Sansa,2018-09-18 00:00:00,1.0,projects,01:00:00
Sansa,2018-09-18 00:00:00,6.0,bizdev,06:00:00
Varys,2018-09-18 00:00:00,1.0,ops and admin,01:00:00
Jaime,2018-09-17 14:41:00,2.0,projects,02:00:00
Jaime,2018-09-17 14:41:00,1.0,projects,01:00:00
Jaime,2018-09-17 14:41:00,0.5,learning,00:30:00
Jaime,2018-09-17 14:41:00,0.5,ops and admin,00:30:00
Jaime,2018-09-17 14:41:00,0.25,learning,00:15:00
Jaime,2018-09-17 14:41:00,4.0,projects,04:00:00
Robb,2018-09-17 14:30:00,9.5,projects,09:30:00
Robb,2018-09-17 14:30:00,0.5,ops and admin,00:30:00
Robb,2018-09-17 14:30:00,0.5,learning,00:30:00
Viserys,2018-09-17 11:12:00,1.75,projects,01:45:00
Viserys,2018-09-17 11:12:00,0.75,ops and admin,00:45:00
Viserys,2018-09-17 11:12:00,0.25,ops and admin,00:15:00
Viserys,2018-09-17 11:12:00,1.0,projects,01:00:00
Viserys,2018-09-17 11:12:00,0.25,ops and admin,00:15:00
Viserys,2018-09-17 11:12:00,2.5,projects,02:30:00
Viserys,2018-09-17 11:12:00,0.75,projects,00:45:00
Khal,2018-09-17 10:59:00,0.5,ops and admin,00:30:00
Khal,2018-09-17 10:59:00,0.5,learning,00:30:00
Khal,2018-09-17 10:59:00,5.5,projects,05:30:00
Khal,2018-09-17 10:59:00,2.5,projects,02:30:00
Khal,2018-09-17 10:59:00,0.5,learning,00:30:00
Samwell,2018-09-17 09:55:00,1.5,engineering,01:30:00
Samwell,2018-09-17 09:55:00,0.5,ops and admin,00:30:00
Samwell,2018-09-17 09:55:00,0.5,learning,00:30:00
Samwell,2018-09-17 09:55:00,1.5,projects,01:30:00
Samwell,2018-09-17 09:55:00,3.0,projects,03:00:00
Jon,2018-09-17 08:55:00,1.25,projects,01:15:00
Jon,2018-09-17 08:55:00,0.5,ops and admin,00:30:00
Jon,2018-09-17 08:55:00,0.5,learning,00:30:00
Jon,2018-09-17 08:55:00,0.75,projects,00:45:00
Jon,2018-09-17 08:55:00,1.5,projects,01:30:00
Jon,2018-09-17 08:55:00,3.5,projects,03:30:00
Shae,2018-09-17 00:00:00,4.0,projects,04:00:00
Catelyn,2018-09-17 00:00:00,0.33,ops and admin,00:19:48
Catelyn,2018-09-17 00:00:00,0.08,projects,00:04:47
Bronn,2018-09-17 00:00:00,2.0,projects,02:00:00
Bronn,2018-09-17 00:00:00,2.5,projects,02:30:00
Bronn,2018-09-17 00:00:00,1.0,bizdev,01:00:00
Bronn,2018-09-17 00:00:00,0.5,projects,00:30:00
Bronn,2018-09-17 00:00:00,0.25,learning,00:15:00
Bronn,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Bronn,2018-09-17 00:00:00,1.25,projects,01:15:00
Bronn,2018-09-17 00:00:00,1.0,projects,01:00:00
Shae,2018-09-17 00:00:00,1.0,ops and admin,01:00:00
Catelyn,2018-09-17 00:00:00,0.03,culture and management,00:01:47
Shae,2018-09-17 00:00:00,3.0,projects,03:00:00
Sansa,2018-09-17 00:00:00,1.0,projects,01:00:00
Sansa,2018-09-17 00:00:00,3.5,bizdev,03:30:00
Sansa,2018-09-17 00:00:00,0.23,projects,00:13:48
Sansa,2018-09-17 00:00:00,0.5,projects,00:30:00
Sansa,2018-09-17 00:00:00,0.75,ops and admin,00:45:00
Sansa,2018-09-17 00:00:00,0.67,data storytelling,00:40:12
Sansa,2018-09-17 00:00:00,0.33,projects,00:19:48
Catelyn,2018-09-17 00:00:00,0.08,ops and admin,00:04:47
Cersei,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Cersei,2018-09-17 00:00:00,0.5,learning,00:30:00
Cersei,2018-09-17 00:00:00,5.0,projects,05:00:00
Cersei,2018-09-17 00:00:00,3.5,projects,03:30:00
Daenerys,2018-09-17 00:00:00,0.5,learning,00:30:00
Catelyn,2018-09-17 00:00:00,0.38,website,00:22:48
Catelyn,2018-09-17 00:00:00,0.3,engineering,00:18:00
Catelyn,2018-09-17 00:00:00,0.48,website,00:28:47
Catelyn,2018-09-17 00:00:00,0.45,culture and management,00:27:00
Catelyn,2018-09-17 00:00:00,0.02,projects,00:01:11
Catelyn,2018-09-17 00:00:00,0.18,security,00:10:47
Catelyn,2018-09-17 00:00:00,0.23,projects,00:13:48
Catelyn,2018-09-17 00:00:00,1.0,culture and management,01:00:00
Catelyn,2018-09-17 00:00:00,0.17,security,00:10:12
Catelyn,2018-09-17 00:00:00,0.28,culture and management,00:16:48
Catelyn,2018-09-17 00:00:00,0.52,ops and admin,00:31:12
Catelyn,2018-09-17 00:00:00,0.38,security,00:22:48
Catelyn,2018-09-17 00:00:00,0.3,culture and management,00:18:00
Catelyn,2018-09-17 00:00:00,0.15,projects,00:09:00
Catelyn,2018-09-17 00:00:00,0.28,engineering,00:16:48
Littlefinger,2018-09-17 00:00:00,1.0,onboarding,01:00:00
Davos,2018-09-17 00:00:00,1.0,culture and management,01:00:00
Davos,2018-09-17 00:00:00,1.5,projects,01:30:00
Davos,2018-09-17 00:00:00,3.0,projects,03:00:00
Jorah,2018-09-17 00:00:00,2.0,culture and management,02:00:00
Jorah,2018-09-17 00:00:00,0.5,blog ideas,00:30:00
Jorah,2018-09-17 00:00:00,6.0,projects,06:00:00
Jorah,2018-09-17 00:00:00,1.0,ops and admin,01:00:00
Jorah,2018-09-17 00:00:00,10.0,projects,10:00:00
Davos,2018-09-17 00:00:00,1.0,culture and management,01:00:00
Littlefinger,2018-09-17 00:00:00,4.0,events,04:00:00
Littlefinger,2018-09-17 00:00:00,1.5,transit,01:30:00
Littlefinger,2018-09-17 00:00:00,1.5,ops and admin,01:30:00
Littlefinger,2018-09-17 00:00:00,4.5,projects,04:30:00
Daenerys,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Daenerys,2018-09-17 00:00:00,0.5,learning,00:30:00
Sansa,2018-09-17 00:00:00,1.0,bizdev,01:00:00
Melisandre,2018-09-17 00:00:00,0.53,projects,00:31:48
Hound,2018-09-17 00:00:00,3.0,ops and admin,03:00:00
Hound,2018-09-17 00:00:00,4.0,finance,04:00:00
Hound,2018-09-17 00:00:00,1.0,events,01:00:00
Melisandre,2018-09-17 00:00:00,0.63,ops and admin,00:37:47
Melisandre,2018-09-17 00:00:00,0.63,ops and admin,00:37:47
Melisandre,2018-09-17 00:00:00,0.23,projects,00:13:48
Melisandre,2018-09-17 00:00:00,0.3,ops and admin,00:18:00
Melisandre,2018-09-17 00:00:00,0.42,projects,00:25:11
Sansa,2018-09-17 00:00:00,1.0,transit,01:00:00
Melisandre,2018-09-17 00:00:00,1.47,projects,01:28:11
Melisandre,2018-09-17 00:00:00,1.43,projects,01:25:47
Melisandre,2018-09-17 00:00:00,0.27,projects,00:16:12
Davos,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Davos,2018-09-17 00:00:00,0.75,ops and admin,00:45:00
Davos,2018-09-17 00:00:00,3.0,projects,03:00:00
Davos,2018-09-17 00:00:00,3.0,projects,03:00:00
Daenerys,2018-09-17 00:00:00,2.5,projects,02:30:00
Sansa,2018-09-17 00:00:00,0.25,projects,00:15:00
Sansa,2018-09-17 00:00:00,0.25,projects,00:15:00
Theon,2018-09-17 00:00:00,1.5,projects,01:30:00
Theon,2018-09-17 00:00:00,2.0,projects,02:00:00
Theon,2018-09-17 00:00:00,0.25,learning,00:15:00
Theon,2018-09-17 00:00:00,1.0,ops and admin,01:00:00
Jeor,2018-09-17 00:00:00,1.5,learning,01:30:00
Jeor,2018-09-17 00:00:00,3.5,projects,03:30:00
Jeor,2018-09-17 00:00:00,2.0,projects,02:00:00
Jeor,2018-09-17 00:00:00,0.75,data storytelling,00:45:00
Jeor,2018-09-17 00:00:00,0.25,learning,00:15:00
Jeor,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Robert,2018-09-17 00:00:00,1.0,ops and admin,01:00:00
Robert,2018-09-17 00:00:00,1.5,bizdev,01:30:00
Robert,2018-09-17 00:00:00,0.5,events,00:30:00
Robert,2018-09-17 00:00:00,1.0,projects,01:00:00
Daenerys,2018-09-17 00:00:00,2.0,blog ideas,02:00:00
Daenerys,2018-09-17 00:00:00,2.0,projects,02:00:00
Tyrion,2018-09-17 00:00:00,1.0,bizdev,01:00:00
Tyrion,2018-09-17 00:00:00,1.0,transit,01:00:00
Tyrion,2018-09-17 00:00:00,0.75,data storytelling,00:45:00
Tyrion,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Tyrion,2018-09-17 00:00:00,0.25,learning,00:15:00
Tyrion,2018-09-17 00:00:00,6.0,projects,06:00:00
Tyrion,2018-09-17 00:00:00,4.0,projects,04:00:00
Robert,2018-09-17 00:00:00,1.0,bizdev,01:00:00
Robert,2018-09-17 00:00:00,2.0,transit,02:00:00
Robert,2018-09-17 00:00:00,0.5,ops and admin,00:30:00
Robert,2018-09-17 00:00:00,0.25,learning,00:15:00
Robert,2018-09-17 00:00:00,0.75,data storytelling,00:45:00
Robert,2018-09-17 00:00:00,0.5,projects,00:30:00
Littlefinger,2018-09-16 14:37:00,1.5,ops and admin,01:30:00
Littlefinger,2018-09-16 14:37:00,0.5,events,00:30:00
Davos,2018-09-16 10:17:00,0.3,ops and admin,00:18:00
Davos,2018-09-16 10:17:00,2.0,projects,02:00:00
Davos,2018-09-16 10:17:00,2.0,learning,02:00:00
Melisandre,2018-09-16 00:00:00,1.28,projects,01:16:48
Melisandre,2018-09-16 00:00:00,0.67,projects,00:40:12
Melisandre,2018-09-16 00:00:00,0.5,ops and admin,00:30:00
Jeor,2018-09-15 13:55:00,6.0,learning,06:00:00
Varys,2018-09-15 00:00:00,1.0,projects,01:00:00
Varys,2018-09-15 00:00:00,3.5,projects,03:30:00
Varys,2018-09-15 00:00:00,0.5,ops and admin,00:30:00
Varys,2018-09-15 00:00:00,0.75,transit,00:45:00
Varys,2018-09-15 00:00:00,1.0,ops and admin,01:00:00
Varys,2018-09-15 00:00:00,1.0,projects,01:00:00
Varys,2018-09-15 00:00:00,1.5,bizdev,01:30:00
Varys,2018-09-15 00:00:00,2.0,transit,02:00:00
Varys,2018-09-15 00:00:00,4.5,projects,04:30:00
Varys,2018-09-15 00:00:00,1.0,ops and admin,01:00:00
Varys,2018-09-15 00:00:00,1.0,projects,01:00:00
Varys,2018-09-15 00:00:00,2.5,projects,02:30:00
Varys,2018-09-15 00:00:00,3.5,bizdev,03:30:00
Varys,2018-09-15 00:00:00,1.5,culture and management,01:30:00
Varys,2018-09-15 00:00:00,0.5,bizdev,00:30:00
Varys,2018-09-15 00:00:00,2.0,ops and admin,02:00:00
Varys,2018-09-15 00:00:00,2.5,projects,02:30:00
Varys,2018-09-15 00:00:00,2.0,projects,02:00:00
Varys,2018-09-15 00:00:00,1.5,bizdev,01:30:00
Varys,2018-09-15 00:00:00,1.0,projects,01:00:00
Varys,2018-09-15 00:00:00,1.5,projects,01:30:00
Varys,2018-09-15 00:00:00,1.0,culture and management,01:00:00
Varys,2018-09-15 00:00:00,2.0,culture and management,02:00:00
Varys,2018-09-15 00:00:00,1.0,culture and management,01:00:00
Varys,2018-09-15 00:00:00,1.0,ops and admin,01:00:00
Varys,2018-09-15 00:00:00,3.0,culture and management,03:00:00
Varys,2018-09-15 00:00:00,2.5,projects,02:30:00
Varys,2018-09-15 00:00:00,2.0,projects,02:00:00
Theon,2018-09-14 14:57:00,7.0,projects,07:00:00
Theon,2018-09-14 14:57:00,1.0,projects,01:00:00
Jeor,2018-09-14 14:36:00,3.0,bizdev,03:00:00
Jeor,2018-09-14 14:36:00,4.0,projects,04:00:00
Jeor,2018-09-14 14:36:00,1.5,learning,01:30:00
Robb,2018-09-14 14:24:00,4.0,projects,04:00:00
Robb,2018-09-14 14:24:00,1.0,learning,01:00:00
Robb,2018-09-14 14:24:00,2.0,learning,02:00:00
Sansa,2018-09-14 13:53:00,2.0,projects,02:00:00
Sansa,2018-09-14 13:53:00,1.0,projects,01:00:00
Sansa,2018-09-14 13:53:00,0.5,website,00:30:00
Sansa,2018-09-14 13:53:00,4.5,bizdev,04:30:00
Sansa,2018-09-14 13:53:00,1.0,projects,01:00:00
Littlefinger,2018-09-14 13:34:00,0.25,events,00:15:00
Littlefinger,2018-09-14 13:34:00,4.5,ops and admin,04:30:00
Littlefinger,2018-09-14 13:34:00,1.75,website,01:45:00
Viserys,2018-09-14 10:36:00,1.25,projects,01:15:00
Viserys,2018-09-14 10:36:00,4.25,projects,04:15:00
Viserys,2018-09-14 10:36:00,0.25,ops and admin,00:15:00
Davos,2018-09-14 10:07:00,2.5,projects,02:30:00
Davos,2018-09-14 10:07:00,1.5,projects,01:30:00
Davos,2018-09-14 10:07:00,0.5,projects,00:30:00
Davos,2018-09-14 10:07:00,2.0,projects,02:00:00
Jon,2018-09-14 08:28:00,2.5,projects,02:30:00
Jon,2018-09-14 08:28:00,1.25,projects,01:15:00
Jon,2018-09-14 08:28:00,1.25,projects,01:15:00
Jon,2018-09-14 08:28:00,2.0,projects,02:00:00
Jon,2018-09-14 08:28:00,1.5,projects,01:30:00
Samwell,2018-09-14 08:11:00,7.0,projects,07:00:00
Tyrion,2018-09-14 00:00:00,4.0,bizdev,04:00:00
Tyrion,2018-09-14 00:00:00,7.0,website,07:00:00
Khal,2018-09-14 00:00:00,12.0,projects,12:00:00
Melisandre,2018-09-14 00:00:00,0.82,ops and admin,00:49:11
Stannis,2018-09-14 00:00:00,0.3,projects,00:18:00
Catelyn,2018-09-14 00:00:00,1.27,projects,01:16:12
Catelyn,2018-09-14 00:00:00,0.05,engineering,00:03:00
Catelyn,2018-09-14 00:00:00,0.25,projects,00:15:00
Catelyn,2018-09-14 00:00:00,0.33,website,00:19:48
Catelyn,2018-09-14 00:00:00,1.13,projects,01:07:47
Stannis,2018-09-14 00:00:00,0.28,projects,00:16:48
Littlefinger,2018-09-14 00:00:00,4.5,ops and admin,04:30:00
Littlefinger,2018-09-14 00:00:00,1.75,website,01:45:00
Littlefinger,2018-09-14 00:00:00,0.25,events,00:15:00
Stannis,2018-09-14 00:00:00,1.49,learning,01:29:23
Stannis,2018-09-14 00:00:00,0.61,projects,00:36:36
Stannis,2018-09-14 00:00:00,1.85,projects,01:51:00
Catelyn,2018-09-14 00:00:00,0.35,ops and admin,00:21:00
Robert,2018-09-14 00:00:00,1.0,bizdev,01:00:00
Melisandre,2018-09-14 00:00:00,1.75,projects,01:45:00
Melisandre,2018-09-14 00:00:00,0.22,projects,00:13:11
Melisandre,2018-09-14 00:00:00,0.77,projects,00:46:12
Melisandre,2018-09-14 00:00:00,1.25,projects,01:15:00
Melisandre,2018-09-14 00:00:00,2.18,projects,02:10:48
Stannis,2018-09-14 00:00:00,0.22,projects,00:13:11
Robert,2018-09-14 00:00:00,1.0,bizdev,01:00:00
Robert,2018-09-14 00:00:00,0.5,culture and management,00:30:00
Robert,2018-09-14 00:00:00,0.5,events,00:30:00
Robert,2018-09-14 00:00:00,2.0,events,02:00:00
Robert,2018-09-14 00:00:00,1.0,projects,01:00:00
Robert,2018-09-14 00:00:00,2.0,bizdev,02:00:00
Catelyn,2018-09-14 00:00:00,0.22,ops and admin,00:13:11
Hound,2018-09-14 00:00:00,4.0,finance,04:00:00
Hound,2018-09-14 00:00:00,2.0,ops and admin,02:00:00
Hound,2018-09-14 00:00:00,2.0,learning,02:00:00
Cersei,2018-09-14 00:00:00,15.0,projects,15:00:00
Shae,2018-09-14 00:00:00,1.0,projects,01:00:00
Shae,2018-09-14 00:00:00,13.0,projects,13:00:00
Khal,2018-09-14 00:00:00,1.0,blog ideas,01:00:00
Khal,2018-09-14 00:00:00,1.5,projects,01:30:00
Catelyn,2018-09-14 00:00:00,0.43,culture and management,00:25:48
Catelyn,2018-09-14 00:00:00,0.1,projects,00:06:00
Catelyn,2018-09-14 00:00:00,0.58,projects,00:34:47
Cersei,2018-09-13 14:54:00,10.0,projects,10:00:00
Robb,2018-09-13 14:29:00,4.0,projects,04:00:00
Robb,2018-09-13 14:29:00,3.0,learning,03:00:00
Melisandre,2018-09-13 14:27:00,2.48,projects,02:28:47
Melisandre,2018-09-13 14:27:00,3.25,projects,03:15:00
Melisandre,2018-09-13 14:27:00,0.25,ops and admin,00:15:00
Melisandre,2018-09-13 14:27:00,1.03,projects,01:01:48
Viserys,2018-09-13 13:25:00,0.5,ops and admin,00:30:00
Viserys,2018-09-13 13:25:00,7.0,projects,07:00:00
Viserys,2018-09-13 13:25:00,0.5,ops and admin,00:30:00
Viserys,2018-09-13 13:25:00,0.5,blog ideas,00:30:00
Jon,2018-09-13 10:44:00,1.5,projects,01:30:00
Jon,2018-09-13 10:44:00,1.75,projects,01:45:00
Jon,2018-09-13 10:44:00,1.75,learning,01:45:00
Jon,2018-09-13 10:44:00,1.25,learning,01:15:00
Jon,2018-09-13 10:44:00,0.25,projects,00:15:00
Jon,2018-09-13 10:44:00,1.0,projects,01:00:00
Jeor,2018-09-13 10:22:00,2.5,bizdev,02:30:00
Jeor,2018-09-13 10:22:00,1.0,personal time,01:00:00
Jeor,2018-09-13 10:22:00,1.0,projects,01:00:00
Jeor,2018-09-13 10:22:00,2.0,culture and management,02:00:00
Jeor,2018-09-13 10:22:00,0.5,learning,00:30:00
Samwell,2018-09-13 10:04:00,0.75,projects,00:45:00
Samwell,2018-09-13 10:04:00,7.0,projects,07:00:00
Khal,2018-09-13 09:56:00,5.0,projects,05:00:00
Khal,2018-09-13 09:56:00,1.0,projects,01:00:00
Shae,2018-09-13 00:00:00,8.0,projects,08:00:00
Catelyn,2018-09-13 00:00:00,0.08,ops and admin,00:04:47
Catelyn,2018-09-13 00:00:00,0.18,projects,00:10:47
Catelyn,2018-09-13 00:00:00,0.13,ops and admin,00:07:48
Catelyn,2018-09-13 00:00:00,0.7,website,00:42:00
Catelyn,2018-09-13 00:00:00,0.48,culture and management,00:28:47
Catelyn,2018-09-13 00:00:00,0.1,ops and admin,00:06:00
Catelyn,2018-09-13 00:00:00,0.6,projects,00:36:00
Catelyn,2018-09-13 00:00:00,0.12,projects,00:07:11
Shae,2018-09-13 00:00:00,1.0,culture and management,01:00:00
Shae,2018-09-13 00:00:00,0.5,projects,00:30:00
Shae,2018-09-13 00:00:00,1.0,projects,01:00:00
Shae,2018-09-13 00:00:00,1.0,projects,01:00:00
Catelyn,2018-09-13 00:00:00,0.52,engineering,00:31:12
Sansa,2018-09-13 00:00:00,3.0,projects,03:00:00
Sansa,2018-09-13 00:00:00,1.0,personal time,01:00:00
Sansa,2018-09-13 00:00:00,5.0,projects,05:00:00
Stannis,2018-09-13 00:00:00,2.07,projects,02:04:11
Stannis,2018-09-13 00:00:00,0.35,projects,00:21:00
Catelyn,2018-09-13 00:00:00,2.47,projects,02:28:12
